,run,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34
0,020000010808_S3_L001,0,0,78,0,15,13,7,1,0,55,0,44,0,3,50,11,0,4,0,1,0,0,0,1,0,0,6,0,3,1,0,0,0,0,0
1,270000870808_S37_L001,0,0,2,0,1,0,0,0,0,6,1,65,0,1,56,9,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,050002090808_S74_L001,7,0,164,0,1,30,31,105,1,37,0,63,4,37,65,24,11,14,3,5,3,1,0,0,0,0,5,0,6,2,2,2,1,2,0
3,330001070808_S180_L002,0,0,150,0,0,29,15,98,1,22,2,61,0,13,30,24,0,4,0,2,0,0,0,0,0,0,2,0,7,6,3,1,0,1,0
4,050000200808_S157_L002,0,0,139,0,0,17,26,182,1,69,1,107,0,37,48,23,6,18,0,2,4,0,0,0,0,0,8,0,11,7,3,0,0,0,0
5,020003890808_S67_L001,0,0,371,0,0,27,62,386,3,68,0,81,0,34,181,49,0,22,1,10,1,3,0,1,2,0,11,0,16,6,6,2,0,5,0
6,020000360808_S102_L002,2,0,296,0,0,76,14,128,0,91,3,230,0,47,22,54,11,12,3,4,2,0,0,0,1,0,12,0,16,11,5,0,1,1,0
7,330000410808_S109_L002,0,0,184,0,0,18,47,153,0,73,1,33,0,85,68,27,10,20,1,2,1,0,0,0,0,0,3,0,17,4,2,4,1,0,0
8,440000790808_S68_L001,0,0,165,0,0,3,13,117,0,8,0,12,0,14,66,26,2,4,5,3,1,4,0,0,0,0,3,0,11,3,2,0,0,2,0
9,270000050808_S111_L002,0,0,105,0,0,26,53,248,0,88,5,280,0,15,25,28,0,6,2,5,1,0,0,0,0,0,12,0,5,5,2,0,0,1,0
10,500000530808_S147_L002,0,0,66,0,0,2,7,51,0,21,2,136,0,5,16,5,1,0,2,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0
11,020000700808_S134_L002,0,0,490,0,0,17,57,496,0,98,1,362,0,60,167,59,4,8,11,19,2,1,0,1,0,0,6,0,25,7,4,0,0,5,0
12,330000950808_S132_L002,0,0,445,0,0,150,66,343,0,70,2,143,0,38,142,29,3,21,2,16,4,1,0,1,1,0,3,0,11,3,0,2,2,5,0
13,690001140808_S97_L002,0,0,0,0,0,15,0,40,0,22,1,19,0,3,39,22,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,2,0,0,0
14,440000040808_S191_L002,0,6,182,0,0,45,19,162,0,35,0,119,0,19,101,35,3,6,1,0,1,0,0,0,0,0,7,0,4,9,4,0,0,1,0
15,500001270808_S163_L002,0,3,123,3,0,2,36,168,1,32,3,54,0,15,12,22,0,15,3,5,0,0,0,0,0,0,7,0,4,6,3,4,0,0,0
16,270000140808_S174_L002,0,0,114,0,0,0,8,148,0,33,0,184,0,8,34,33,0,3,0,0,1,0,0,0,0,0,6,0,3,1,1,0,0,0,0
17,050002130808_S46_L001,0,0,63,0,0,2,0,37,0,1,0,27,0,9,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0
18,050002020808_S115_L002,0,0,151,0,0,2,31,132,1,17,1,124,8,19,65,11,3,2,3,1,0,0,0,0,0,0,4,0,0,1,1,0,2,1,0
19,540003270808_S65_L001,0,0,234,0,0,26,22,272,0,37,2,71,0,42,161,33,2,8,2,9,5,0,0,3,0,0,2,0,4,1,1,2,0,0,0
20,050001330808_S153_L002,0,0,194,0,0,1,30,103,0,10,1,155,0,54,121,12,1,20,2,2,1,2,0,0,0,0,5,0,3,7,1,0,0,3,0
21,050000810808_S66_L001,0,0,48,0,0,54,23,151,0,49,5,136,0,2,25,23,2,3,3,1,1,0,0,2,0,0,2,0,11,8,5,0,0,0,0
22,540002570808_S121_L002,0,0,344,0,0,17,30,369,0,82,4,145,0,11,76,27,3,24,2,5,3,0,0,0,2,0,12,0,15,2,1,2,1,5,0
23,690000090808_S154_L002,0,0,117,0,1,70,14,94,0,44,0,177,0,14,44,26,2,4,2,6,0,0,0,0,0,0,6,0,18,6,1,0,0,1,0
24,540002830808_S9_L001,0,0,239,0,0,43,17,206,0,47,6,111,0,58,118,72,9,24,2,6,3,0,1,0,0,0,14,0,13,12,6,2,1,0,0
25,500001010808_S178_L002,0,0,121,0,0,30,22,204,2,41,4,183,0,36,117,29,10,26,1,5,1,0,0,0,0,0,2,0,12,13,5,0,0,2,0
26,540002650808_S169_L002,0,0,502,33,0,67,62,408,0,117,5,243,0,49,233,76,13,19,3,11,4,0,0,0,2,0,16,0,29,9,4,2,3,2,0
27,690002080808_S58_L001,0,0,220,0,0,16,40,176,0,58,0,189,0,26,54,23,3,4,1,5,0,0,1,0,0,0,15,0,14,4,4,1,2,1,0
28,330002060808_S122_L002,0,0,321,0,0,41,37,256,0,65,1,122,0,11,45,23,3,3,1,7,0,1,0,1,0,0,8,0,0,2,1,3,0,1,0
29,360001440808_S141_L002,0,0,83,0,0,42,18,107,0,31,1,97,0,5,85,14,0,14,0,0,3,0,0,0,0,0,3,0,4,4,1,0,2,0,0
30,340002510808_S180_L002,0,0,235,0,0,14,27,194,2,80,2,150,0,25,91,15,0,7,0,7,2,3,0,0,0,0,7,0,8,7,5,6,0,7,0
31,240101640808_S135_L002,0,0,160,0,0,42,29,235,0,30,2,39,0,12,69,29,3,17,2,12,4,1,1,0,1,0,10,0,5,3,3,0,0,1,0
32,020000190808_S27_L001,0,0,260,0,0,31,51,236,2,65,4,246,0,34,86,55,12,8,3,2,5,1,1,0,1,0,16,0,13,13,5,4,0,3,0
33,360001380808_S173_L002,0,0,102,0,0,30,11,75,0,35,1,203,0,22,68,18,1,3,1,0,2,0,0,0,2,0,7,0,4,2,3,0,0,1,0
34,270001070808_S158_L002,0,0,127,0,0,2,0,145,2,54,2,136,0,22,69,29,2,5,2,0,0,0,0,0,0,0,3,0,10,4,1,0,0,0,0
35,330001280808_S92_L001,0,0,226,0,1,57,34,314,1,99,3,162,0,36,96,29,10,17,1,19,1,0,0,0,0,0,6,0,15,9,3,0,0,3,0
36,370000570808_S110_L002,0,16,190,0,0,14,29,77,2,41,1,96,0,30,102,25,1,16,0,2,4,0,1,0,0,0,5,0,24,3,1,0,0,0,0
37,460001010808_S167_L002,0,0,140,0,0,1,13,198,0,50,2,238,4,27,95,28,1,28,1,0,0,0,1,0,1,0,9,0,12,6,1,0,0,0,0
38,020000390808_S189_L002,0,0,200,0,0,58,40,146,0,79,2,221,0,28,61,24,21,6,4,2,0,1,0,1,0,0,16,0,15,10,5,1,0,2,0
39,050000230808_S160_L002,0,0,33,0,0,1,15,44,0,39,1,163,1,6,45,27,0,1,0,0,0,0,0,0,0,0,2,0,4,2,1,1,0,0,0
40,050002030808_S38_L001,0,0,82,0,0,0,0,65,0,14,0,3,0,9,2,6,0,2,0,0,1,0,0,0,0,0,1,0,0,5,3,0,0,0,0
41,440000310808_S151_L002,0,0,328,0,0,59,59,437,0,91,3,288,4,24,127,62,7,15,0,1,4,1,0,0,1,0,12,0,11,8,2,2,0,1,0
42,410004360808_S119_L002,0,0,121,0,0,16,36,133,2,82,1,74,0,26,60,18,1,13,1,10,0,2,0,0,2,0,6,0,24,10,2,1,0,0,0
43,300000710808_S124_L002,3,0,450,0,0,47,57,457,2,96,2,188,0,47,83,42,10,25,0,8,4,9,1,0,1,0,13,0,33,7,5,0,1,3,0
44,460001200808_S176_L002,0,0,303,0,0,33,24,263,1,41,1,126,0,6,87,36,15,34,2,9,2,1,0,1,0,0,6,0,11,2,0,2,0,0,0
45,330001080808_S148_L002,0,0,243,0,0,33,31,341,0,67,1,159,0,14,76,30,0,9,3,12,3,0,0,1,0,0,16,0,12,4,1,1,0,2,0
46,270000060808_S119_L002,0,0,143,0,0,1,14,119,0,36,1,43,0,16,39,16,0,11,1,0,0,0,0,0,0,0,7,0,6,2,3,0,0,0,0
47,330000580808_S125_L002,0,0,309,0,0,30,16,211,0,22,2,89,0,30,129,19,1,16,1,1,2,0,2,0,0,0,6,0,6,7,3,0,0,4,0
48,500000570808_S42_L001,0,0,133,0,0,13,26,114,1,48,1,86,0,5,107,16,0,2,0,0,0,0,0,0,0,0,5,0,9,5,0,1,0,0,0
49,020003900808_S43_L001,0,0,201,0,0,62,14,191,0,91,3,156,0,27,174,42,3,6,2,17,0,0,0,0,0,0,7,0,18,10,6,1,0,1,0
50,330000960808_S141_L002,0,0,154,0,0,54,20,129,0,88,1,209,0,57,134,25,11,17,3,3,0,0,0,2,0,0,2,0,7,16,8,0,1,0,0
51,500001140808_S71_L001,0,0,29,0,0,13,0,75,0,44,0,51,0,14,5,10,3,2,0,0,0,0,0,0,0,0,0,0,6,2,3,1,0,0,0
52,020003020808_S91_L001,0,0,319,0,0,3,41,277,1,111,4,106,0,45,198,24,2,14,1,11,2,0,1,0,2,0,6,0,28,4,2,4,1,1,0
53,690001370808_S32_L001,0,0,31,0,2,1,10,58,0,4,1,199,0,1,13,5,2,2,0,0,0,0,0,0,0,0,11,0,5,3,1,1,0,1,0
54,500001360808_S131_L002,0,0,96,0,0,27,17,49,0,41,0,80,0,5,67,30,3,1,3,0,1,0,0,0,0,0,10,0,11,2,2,1,0,4,0
55,540002660808_S177_L002,0,0,68,0,0,0,39,97,0,32,0,32,0,1,20,7,10,1,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
56,270000190808_S52_L001,0,0,149,0,0,1,14,69,0,33,1,112,0,1,47,21,1,3,1,5,1,0,0,0,0,0,4,0,9,3,5,0,0,3,0
57,400000290808_S134_L002,0,0,525,0,0,107,64,391,0,126,5,338,0,86,148,57,13,45,5,11,7,1,0,0,1,0,10,0,45,14,10,3,1,1,0
58,270000010808_S182_L002,0,0,104,0,0,28,14,156,1,70,0,108,4,21,45,32,4,7,2,0,1,0,1,0,0,0,0,0,11,2,1,3,0,0,0
59,440000110808_S120_L002,0,0,266,26,0,27,7,145,0,59,3,212,0,5,89,22,2,5,0,5,4,0,0,1,1,0,8,0,13,6,3,2,0,0,0
60,540002870808_S17_L001,1,0,36,0,0,13,3,33,0,39,0,32,0,48,78,13,1,9,3,0,0,2,0,1,0,0,7,0,6,3,0,0,0,1,0
61,540003340808_S73_L001,0,9,104,0,0,71,27,121,1,72,3,149,0,52,95,24,3,17,3,0,1,3,0,1,3,0,7,0,13,4,2,1,0,4,0
62,440000860808_S47_L001,0,0,435,12,1,88,62,329,0,153,6,208,0,38,207,92,3,18,4,9,6,0,0,1,2,0,7,0,16,9,6,2,1,7,0
63,050000970808_S55_L001,0,0,283,0,0,88,29,293,0,44,2,139,0,5,117,40,29,35,1,9,3,5,1,0,0,0,4,0,23,8,3,0,1,1,0
64,330001710808_S177_L002,0,0,145,0,0,41,24,124,0,58,0,169,0,20,45,13,1,11,1,1,0,0,0,0,0,0,1,0,8,3,0,2,0,1,0
65,690000120808_S50_L001,0,0,519,0,0,68,21,358,1,104,0,76,0,30,138,42,1,26,2,11,2,0,1,1,0,0,14,0,12,8,3,2,1,2,0
66,050001720808_S75_L001,0,22,306,0,1,57,54,315,0,68,3,155,4,53,108,29,3,28,3,14,2,2,0,1,1,0,10,0,24,10,5,2,1,2,0
67,360001390808_S117_L002,0,0,83,0,0,0,1,65,0,10,2,205,0,2,45,4,0,2,0,5,0,2,0,0,2,0,1,0,2,1,0,0,1,2,0
68,330002090808_S89_L001,0,20,251,34,0,33,65,333,1,88,3,131,0,19,69,42,43,26,3,5,6,2,2,0,2,0,6,0,19,5,3,1,0,4,0
69,460001030808_S152_L002,0,0,142,0,0,15,8,45,1,37,0,160,8,32,6,13,1,14,0,4,5,3,0,3,0,0,4,0,16,4,2,2,0,3,0
70,370000580808_S118_L002,0,0,220,0,1,15,18,206,1,48,1,160,0,18,68,19,10,21,1,2,3,0,0,0,1,0,0,0,10,3,3,1,0,1,0
71,020000110808_S14_L001,0,0,137,0,0,58,29,167,0,107,3,371,0,30,19,58,3,35,5,5,0,0,1,0,2,0,3,0,15,6,4,1,0,0,0
72,270001050808_S23_L001,0,0,171,0,0,57,41,110,0,6,1,126,0,25,67,29,3,23,3,5,1,0,0,0,2,0,8,0,10,3,2,2,0,1,0
73,540002580808_S129_L002,0,0,391,0,0,73,42,442,0,83,4,304,4,16,188,41,4,3,2,5,2,1,1,0,0,0,7,0,11,6,1,2,0,3,0
74,270001180808_S76_L001,0,0,106,0,0,2,20,103,2,61,0,74,0,6,13,27,1,1,1,0,0,0,0,1,2,0,3,0,10,2,0,3,0,0,0
75,020000200808_S181_L002,0,7,311,0,0,22,35,297,0,115,5,175,0,21,64,46,4,53,2,9,2,1,0,0,0,0,10,1,13,7,4,3,0,5,0
76,440000960808_S80_L001,0,0,106,0,0,3,27,193,0,53,1,50,0,2,157,23,1,2,4,0,0,2,0,0,0,0,4,0,19,3,1,1,1,0,0
77,050002070808_S58_L001,0,0,256,0,0,42,26,220,1,31,1,98,4,24,80,71,67,15,1,6,0,2,1,0,2,0,4,0,5,4,2,2,1,2,0
78,360001560808_S165_L002,0,0,314,0,0,5,48,262,1,102,6,289,9,17,186,46,1,6,4,14,2,0,1,0,2,0,15,0,22,13,5,6,1,2,0
79,540002670808_S185_L002,0,0,153,0,3,27,7,227,0,39,2,52,0,6,61,4,10,7,1,3,0,2,0,0,0,0,10,0,10,6,1,0,0,4,0
80,330001110808_S156_L002,0,0,349,0,0,27,34,145,0,24,3,138,0,11,80,35,10,13,0,7,2,3,0,0,0,0,5,0,17,3,3,1,1,3,0
81,020004000808_S83_L001,0,0,257,0,0,15,33,172,1,59,1,152,0,45,86,31,5,8,2,8,1,1,1,0,0,0,10,0,24,9,9,1,2,0,0
82,050000240808_S85_L001,0,0,303,0,0,29,63,323,1,47,5,216,0,14,114,35,1,15,0,5,7,0,0,0,0,0,13,0,20,9,0,0,0,3,0
83,340002530808_S172_L002,0,0,605,0,0,73,45,554,1,91,2,341,4,11,139,45,2,7,2,20,2,2,2,0,1,0,9,0,28,7,4,9,2,13,0
84,020000420808_S51_L001,0,0,748,23,0,115,101,508,0,96,7,256,0,34,56,57,4,30,4,21,2,0,2,1,0,0,9,0,17,4,9,6,2,4,0
85,330000980808_S188_L002,0,0,143,0,0,39,42,124,0,32,1,153,0,3,73,7,0,2,1,1,0,0,0,0,1,0,2,0,1,2,1,0,0,1,0
86,500001220808_S123_L002,0,0,153,0,0,43,41,65,1,80,3,140,0,15,49,28,0,4,3,4,0,0,0,0,1,0,11,0,38,3,3,0,0,1,0
87,690001620808_S40_L001,0,0,141,0,0,1,7,65,0,48,1,79,0,10,58,14,1,23,1,0,2,0,0,0,0,0,3,0,1,3,1,0,0,2,0
88,300000920808_S132_L002,0,0,296,0,0,68,32,273,1,75,4,195,0,59,164,37,3,8,4,12,2,2,0,1,1,0,5,0,12,9,2,1,1,1,0
89,440000490808_S23_L001,0,21,238,0,1,28,30,215,1,47,1,151,0,3,194,9,0,6,0,8,3,2,0,1,1,0,6,0,11,5,6,1,0,1,0
90,460001480808_S151_L002,0,0,545,0,0,42,46,354,0,105,1,352,0,42,186,51,4,16,4,9,0,0,1,0,2,0,7,1,35,7,2,1,1,6,2
91,500000580808_S93_L001,0,0,204,0,0,29,22,233,0,31,0,207,4,14,28,29,1,3,5,4,2,0,0,0,0,0,15,0,15,4,2,1,0,2,0
92,540002980808_S25_L001,0,0,31,0,0,0,1,9,0,14,0,3,0,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
93,270000070808_S20_L001,0,0,261,0,0,21,33,164,1,114,3,545,0,15,94,52,11,7,3,7,3,0,0,3,0,0,6,0,32,5,4,4,1,1,0
94,500001380808_S187_L002,0,0,26,0,0,0,0,86,0,29,0,79,0,14,9,13,0,1,0,0,2,0,0,0,0,0,0,0,5,7,1,0,0,0,0
95,270000200808_S44_L001,0,0,69,0,0,16,0,35,1,7,3,44,0,5,88,22,1,2,2,0,1,0,0,0,0,0,8,0,4,4,2,0,0,0,0
96,330000670808_S24_L001,0,0,323,0,0,58,63,415,1,115,3,184,4,58,119,22,15,8,5,13,1,2,0,4,0,0,10,0,14,4,2,2,0,6,0
97,050001870808_S147_L002,0,0,270,0,0,53,49,159,0,85,1,252,0,16,63,21,5,15,5,13,0,0,2,1,0,0,2,0,9,7,2,1,1,2,0
98,270000020808_S12_L001,0,0,144,0,0,17,6,236,0,40,1,147,0,21,36,22,11,19,0,0,1,0,0,0,1,0,4,0,3,3,3,1,1,1,0
99,020003060808_S142_L002,12,0,462,0,0,47,85,402,1,97,5,171,0,9,175,37,5,14,2,20,4,0,0,0,1,0,7,0,23,10,5,4,1,4,0
100,020000640808_S117_L002,0,0,1,0,0,0,0,0,0,2,0,25,0,1,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
101,050000990808_S40_L001,0,0,292,0,0,1,19,119,0,49,1,176,1,33,58,39,2,14,2,1,0,0,0,1,0,0,2,0,7,2,3,1,0,3,0
102,270001310808_S165_L002,0,0,17,0,0,13,3,1,0,23,1,46,0,1,4,4,0,9,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
103,540003460808_S81_L001,0,0,144,0,0,20,33,136,3,156,0,120,0,36,83,16,1,24,1,6,6,0,0,0,0,0,6,0,26,1,2,1,0,5,0
104,330001730808_S178_L002,0,0,257,0,0,28,45,299,2,47,1,174,0,32,128,42,11,67,2,18,3,0,1,0,0,0,9,0,2,3,4,3,2,3,0
105,690001050808_S122_L002,0,0,73,0,0,1,16,117,0,47,2,12,0,11,41,17,1,13,0,6,0,1,0,0,0,0,0,0,12,1,1,0,0,2,0
106,440001090808_S88_L001,0,0,47,0,0,13,2,73,0,7,1,17,0,28,7,7,1,1,0,0,2,0,1,0,0,0,1,0,5,0,0,0,0,1,0
107,020000710808_S15_L001,0,0,31,0,0,30,8,22,0,41,0,137,0,24,118,40,3,3,1,0,2,0,0,1,0,0,5,0,8,5,2,0,0,0,0
108,500001230808_S139_L002,0,0,39,0,0,2,2,97,0,37,1,60,0,6,22,13,0,3,1,0,0,0,0,0,0,0,1,0,3,3,2,0,1,1,0
109,540002680808_S98_L002,0,0,371,0,0,41,41,245,0,28,0,85,0,17,82,48,5,47,1,6,0,2,0,0,1,0,5,0,16,3,3,2,1,7,0
110,360001400808_S125_L002,0,0,160,0,0,16,3,153,0,51,2,222,0,12,58,19,50,15,4,4,4,0,0,0,1,0,5,0,11,6,4,0,0,4,0
111,400000310808_S142_L002,0,0,490,0,0,59,74,351,5,135,0,262,8,30,368,60,5,9,5,11,5,0,1,0,0,0,6,0,26,12,6,1,3,5,0
112,330002360808_S154_L002,0,0,294,0,0,16,22,57,1,30,0,78,0,6,52,28,2,18,1,7,4,4,0,1,0,0,2,0,9,5,4,1,0,0,0
113,540002590808_S137_L002,4,0,194,0,0,15,25,108,0,26,0,97,0,11,76,5,1,13,2,2,2,0,1,1,1,0,0,0,6,4,1,1,0,2,0
114,020000280808_S59_L001,0,0,164,0,0,2,24,218,1,55,0,52,0,15,72,10,1,3,3,6,0,0,0,0,0,0,8,0,17,1,0,1,2,2,0
115,460001050808_S175_L002,0,0,232,0,0,17,25,208,0,22,5,111,0,18,54,24,1,15,1,5,2,4,0,0,0,0,8,0,11,5,1,3,1,2,0
116,340002540808_S188_L002,0,0,267,0,0,16,21,194,0,26,1,110,0,10,35,18,30,19,2,22,1,0,1,1,1,0,3,0,13,4,0,1,0,6,0
117,440000180808_S143_L002,0,0,356,0,2,37,35,331,0,91,0,310,0,24,174,56,3,6,2,8,5,3,0,0,1,0,9,0,9,4,2,2,0,4,0
118,230002190808_S163_L002,0,0,22,0,0,0,6,17,0,20,0,118,4,1,31,25,0,9,0,1,2,1,0,0,0,0,4,0,6,3,2,0,0,0,0
119,020004070808_S4_L001,13,0,164,0,0,35,14,105,3,36,1,42,1,3,57,25,9,4,1,2,1,0,0,1,2,0,5,0,2,4,3,0,0,1,0
120,330001250808_S56_L001,0,0,191,0,0,45,27,155,2,46,3,93,0,10,89,11,1,39,1,10,0,1,0,1,1,0,10,0,16,3,2,1,0,1,0
121,400000130808_S158_L002,0,0,521,0,0,44,27,263,1,69,3,245,4,8,48,15,5,29,3,19,2,4,0,0,0,0,6,0,13,4,1,4,1,2,0
122,270001190808_S22_L001,0,0,264,0,0,41,27,305,1,76,1,216,0,24,91,30,12,17,3,4,1,0,0,0,0,0,7,0,9,7,5,2,0,3,0
123,360001680808_S149_L002,0,0,333,0,0,80,28,267,0,86,0,280,0,12,94,40,11,5,3,9,7,2,0,0,1,0,3,0,8,4,1,3,0,4,0
124,330001030808_S86_L001,0,0,408,0,0,15,11,233,0,48,3,63,1,39,75,40,2,16,2,4,2,2,0,0,0,0,7,0,11,3,2,0,0,0,0
125,540003020808_S33_L001,0,0,134,0,0,40,19,118,1,55,1,48,0,20,78,6,0,2,1,1,1,4,0,1,1,0,3,0,17,0,2,2,0,0,0
126,050001890808_S86_L001,1,0,185,0,0,31,14,196,0,53,0,136,5,36,13,30,2,4,2,3,0,2,0,0,1,0,10,0,12,2,0,1,1,2,0
127,330000710808_S140_L002,1,0,53,0,0,5,7,145,0,9,0,53,0,18,41,7,1,13,0,12,2,0,1,0,0,0,4,0,5,0,0,0,1,0,0
128,440001540808_S135_L002,0,0,336,0,0,70,73,357,0,40,1,511,0,44,116,47,4,23,3,2,3,0,1,0,0,0,17,0,26,1,0,3,2,0,0
129,500001390808_S171_L002,2,0,0,0,0,1,0,24,0,11,0,206,4,2,23,13,0,0,1,1,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0
130,500000910808_S186_L002,0,0,203,0,0,27,11,133,1,83,2,164,0,13,70,21,1,12,3,5,0,0,0,0,0,0,4,0,12,8,2,0,0,1,0
131,270000090808_S28_L001,0,0,283,0,0,57,21,199,0,40,1,176,0,4,94,43,2,5,2,6,2,0,0,0,0,0,20,0,13,6,0,4,1,4,0
132,690001790808_S29_L001,0,0,211,0,0,2,7,125,0,23,1,217,0,11,39,32,1,12,0,2,0,2,0,0,0,0,8,0,5,2,2,0,1,0,2
133,050000440808_S15_L001,0,0,314,0,0,87,57,421,1,168,2,312,0,70,71,51,6,15,5,2,4,0,0,1,0,0,14,0,14,9,10,3,0,6,0
134,460001930808_S184_L002,0,28,322,0,0,33,30,492,1,92,3,222,5,42,121,35,4,8,3,8,5,3,1,0,0,0,4,0,18,8,6,2,1,2,0
135,440000500808_S183_L002,0,0,94,0,0,60,39,49,0,19,3,145,0,26,176,42,1,15,3,3,2,2,0,0,0,0,9,0,15,5,1,1,0,0,0
136,500001240808_S115_L002,0,0,148,23,0,15,49,101,0,38,0,20,4,3,78,12,0,5,1,0,1,0,0,0,0,0,12,0,1,1,5,0,0,1,0
137,270000270808_S113_L002,0,0,145,0,0,30,39,214,4,32,1,79,0,16,101,39,3,6,4,0,2,1,0,0,2,0,12,0,25,6,5,3,0,1,0
138,540002610808_S145_L002,0,0,98,0,0,27,15,38,0,19,0,46,0,2,51,5,18,1,0,3,2,0,0,0,0,0,0,0,4,3,2,0,2,2,0
139,540003500808_S89_L001,0,1,115,0,0,15,25,47,1,13,0,40,0,1,15,4,1,20,1,11,0,0,0,0,0,0,1,0,0,1,2,1,0,2,0
140,330001780808_S170_L002,0,0,59,0,0,2,32,93,0,4,0,50,0,1,12,3,0,3,2,8,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0
141,690001060808_S162_L002,0,0,124,0,0,13,0,49,0,6,1,54,0,19,8,21,0,10,0,3,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0
142,020003100808_S19_L001,0,0,385,0,0,3,40,276,0,75,1,150,0,11,88,21,3,11,6,6,0,2,1,0,3,0,9,0,15,5,3,1,4,4,0
143,020000650808_S11_L001,0,0,881,42,0,46,70,552,1,103,3,329,0,12,73,60,14,18,10,10,4,6,0,0,0,0,9,0,31,9,7,7,3,4,0
144,270000030808_S190_L002,0,0,279,0,0,2,23,126,0,52,3,129,0,7,57,23,2,2,1,0,2,0,0,0,0,0,14,0,9,2,1,0,0,2,0
145,020003190808_S12_L001,19,22,353,71,0,62,46,288,1,118,2,82,0,21,237,58,3,38,6,5,3,1,0,2,1,0,6,0,14,8,5,3,1,0,0
146,050001030808_S28_L001,0,0,447,0,0,45,29,421,0,67,6,169,0,40,64,41,3,22,1,8,4,0,1,0,0,0,17,0,10,8,1,0,1,6,0
147,400002860808_S182_L002,0,0,197,0,0,14,21,166,0,57,2,137,0,12,60,13,0,11,0,1,0,2,0,1,0,0,6,0,5,4,3,0,0,5,0
148,540002690808_S106_L002,0,0,284,0,1,59,64,264,1,50,2,108,0,24,211,47,2,28,3,8,1,0,0,0,0,0,5,0,10,12,3,1,1,2,0
149,020000340808_S82_L001,0,0,214,0,0,27,19,158,0,60,3,60,0,5,165,22,12,11,2,2,1,0,0,1,0,0,6,0,2,2,2,1,0,4,0
150,460000690808_S168_L002,0,0,130,0,0,57,36,237,1,50,1,258,1,36,106,28,2,13,1,8,0,0,0,0,0,0,6,0,13,2,2,1,1,0,0
151,240101560808_S127_L002,0,0,126,0,0,16,24,202,0,14,0,238,1,2,123,18,1,1,0,18,2,0,0,0,0,0,8,0,5,1,1,1,1,3,0
152,330000780808_S172_L002,0,0,31,0,0,39,0,16,1,7,0,51,0,2,27,9,0,1,1,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0
153,330000090808_S70_L001,0,0,467,0,0,98,24,341,1,82,4,122,0,64,131,53,3,52,2,15,0,0,0,0,4,0,15,0,25,17,6,1,2,4,0
154,460001060808_S183_L002,1,0,247,0,0,16,34,123,0,26,1,88,0,14,35,44,2,11,3,7,0,0,1,0,0,0,8,0,10,7,1,1,0,15,0
155,330002370808_S162_L002,0,0,176,0,1,30,22,67,0,84,1,157,0,30,46,49,0,33,1,1,2,1,0,0,1,0,11,0,30,4,1,0,0,2,0
156,500001400808_S155_L002,0,0,36,0,0,0,0,23,0,2,0,10,0,0,5,11,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
157,340002950808_S156_L002,0,0,281,0,0,29,16,199,2,28,2,117,0,16,70,41,4,10,5,0,2,0,0,0,1,0,2,0,9,2,2,1,1,4,0
158,050001920808_S78_L001,0,22,228,0,0,2,58,99,2,76,1,74,0,42,82,10,1,3,0,0,0,0,0,1,0,0,9,0,7,5,3,0,0,7,0
159,540003220808_S49_L001,0,0,108,0,0,16,12,83,0,33,1,58,0,16,69,13,3,11,1,0,0,4,1,0,0,0,0,0,8,2,2,0,0,2,0
160,360001410808_S133_L002,0,0,177,0,0,56,13,168,2,89,2,270,0,52,239,54,1,62,3,5,1,1,1,1,2,0,7,0,21,6,0,2,1,0,0
161,330002940808_S80_L001,0,0,246,0,0,45,48,149,0,56,2,198,0,29,69,31,2,48,1,4,1,0,0,0,0,0,6,0,10,9,6,1,2,1,0
162,440000190808_S167_L002,0,0,167,0,1,15,17,114,0,144,4,165,4,14,18,32,0,7,0,2,0,0,1,0,0,0,11,0,30,4,2,0,0,1,0
163,020004130808_S110_L002,0,0,443,0,0,31,56,305,1,87,2,202,4,41,116,25,1,14,1,8,0,0,0,0,0,0,6,0,21,6,5,2,1,4,0
164,330001050808_S101_L002,0,0,288,0,0,42,54,111,0,65,3,124,0,15,76,16,2,3,5,9,2,2,0,3,0,0,6,0,4,8,2,0,1,0,0
165,500000950808_S26_L001,0,0,252,7,0,56,39,155,2,40,3,208,0,5,120,36,1,3,1,0,2,0,0,0,0,0,13,0,15,6,4,0,0,2,0
