run,number_of_clones,number_of_reads
KH20-09672_TCRB.tsv.txt,172181,360718
KHBR20-00128_TCRB.tsv.txt,182967,242438
INCOV040-AC-3_TCRB.tsv.txt,242507,520597
KH20-09745_TCRB.tsv.txt,243075,353186
KHBR20-00133_TCRB.tsv.txt,257958,326584
ADIRP0001070_TCRB.tsv.txt,451944,813373
KH20-09720_TCRB.tsv.txt,95906,312672
BS-GN-0002-T0-replacement_TCRB.tsv.txt,52495,81832
INCOV050-AC-3_TCRB.tsv.txt,311943,513630
860011231_TCRB.tsv.txt,194607,335843
INCOV043-BL-3_TCRB.tsv.txt,344493,728134
1028_TCRB.tsv.txt,215688,430738
KHBR20-00124_TCRB.tsv.txt,90618,126005
BS-HS-10_TCRB.tsv.txt,206455,321917
BS-EQ-30-T2-replacement_TCRB.tsv.txt,194776,262562
BS-EQ-33-T0-replacement_TCRB.tsv.txt,98314,162959
SIXED-replacement_TCRB.tsv.txt,188699,309646
INCOV034-BL-3_TCRB.tsv.txt,111961,279361
KHBR20-00087_TCRB.tsv.txt,240934,326590
KH20-11304_TCRB.tsv.txt,92805,147422
INCOV070-AC-3_TCRB.tsv.txt,126990,239043
INCOV017-CV-3_TCRB.tsv.txt,137067,380739
INCOV008-BL-5_TCRB.tsv.txt,56315,108917
BS-HS-55_TCRB.tsv.txt,38032,57267
860011335_TCRB.tsv.txt,141525,185734
INCOV009-BL-5_TCRB.tsv.txt,96810,170498
KH20-09991_TCRB.tsv.txt,142103,197355
INCOV027-BL-3_TCRB.tsv.txt,512932,785370
BS-HS-53_TCRB.tsv.txt,41950,62692
INCOV007-AC-5_TCRB.tsv.txt,183126,246725
KH20-11681_TCRB.tsv.txt,176222,669730
INCOV061-BL-3_TCRB.tsv.txt,353904,686199
860011305_TCRB.tsv.txt,208556,519202
277-SR-664_TCRB.tsv.txt,120004,397513
BS-HS-216_TCRB.tsv.txt,340745,502778
860011261_TCRB.tsv.txt,460552,655494
1057_TCRB.tsv.txt,146718,720613
KH20-09709_TCRB.tsv.txt,215754,436809
INCOV055-BL-3_TCRB.tsv.txt,475694,707150
BS-HS-44_TCRB.tsv.txt,59711,92347
550042523_TCRB.tsv.txt,135308,572636
KHBR20-00200_TCRB.tsv.txt,144711,171360
KH20-11306_TCRB.tsv.txt,26422,75460
1566426BW_TCRB.tsv.txt,332602,453794
860011141_TCRB.tsv.txt,136807,909796
983-MG-1060_TCRB.tsv.txt,110615,302958
KHBR20-00118_TCRB.tsv.txt,61479,104216
KH20-09754_TCRB.tsv.txt,345186,441856
1036_TCRB.tsv.txt,190265,357730
ADIRP0001325_TCRB.tsv.txt,350074,1983367
844960BW_TCRB.tsv.txt,395897,941522
1013_TCRB.tsv.txt,106810,390127
KH20-09681_TCRB.tsv.txt,27754,78185
1566319BW_TCRB.tsv.txt,510622,772158
1567268BW_TCRB.tsv.txt,436823,768456
KHBR20-00179_TCRB.tsv.txt,49152,443656
BS-GN-06-T0-replacement_TCRB.tsv.txt,23113,50137
KHBR20-00107_TCRB.tsv.txt,22588,34131
BS-HS-205_TCRB.tsv.txt,127092,251758
ADIRP0000937_TCRB.tsv.txt,477933,603809
KH20-09965_TCRB.tsv.txt,199598,306343
KHBR20-00180_TCRB.tsv.txt,48300,87684
ADIRP0002065_TCRB.tsv.txt,449792,857439
860011209_TCRB.tsv.txt,345916,520479
BS-HS-158_TCRB.tsv.txt,110203,166276
BS-HS-59_TCRB.tsv.txt,68228,96584
550044000_TCRB.tsv.txt,378680,599938
860011123_TCRB.tsv.txt,49992,667463
KH20-09744_TCRB.tsv.txt,692703,998287
KH20-09993_TCRB.tsv.txt,224733,745419
KH20-09738_TCRB.tsv.txt,329234,511933
860011382_TCRB.tsv.txt,151678,233965
860011134_TCRB.tsv.txt,214693,262725
KH20-09730_TCRB.tsv.txt,452469,686306
KH20-09679_TCRB.tsv.txt,40200,47517
1026_TCRB.tsv.txt,163324,384464
860011201_TCRB.tsv.txt,73405,396210
KH20-11667_TCRB.tsv.txt,352315,455263
KH20-11299_TCRB.tsv.txt,211916,543013
1123-FA-1127_TCRB.tsv.txt,22670,180162
BS-GIGI_25-replacement_TCRB.tsv.txt,19988,40496
860011499_TCRB.tsv.txt,268746,861167
1009_TCRB.tsv.txt,187081,378459
KH20-11677_TCRB.tsv.txt,202837,897461
550041239-1_TCRB.tsv.txt,385382,498422
BS-GIGI_24-replacement_TCRB.tsv.txt,42171,118637
KH20-11655_TCRB.tsv.txt,303225,480595
KH20-11669_TCRB.tsv.txt,473930,624679
BS-EQ-0006-T1-replacement_TCRB.tsv.txt,11540,19779
997-CC-1266_TCRB.tsv.txt,87128,187193
1052_TCRB.tsv.txt,10837,19294
550042447_TCRB.tsv.txt,174708,368659
INCOV013-AC-5_TCRB.tsv.txt,45244,67012
BS-GIGI_11-replacement_TCRB.tsv.txt,3622,27768
KH20-09995_TCRB.tsv.txt,424086,675817
860011353_TCRB.tsv.txt,314483,588668
BS-EQ-18-T2-replacement_TCRB.tsv.txt,119295,190637
860011354_TCRB.tsv.txt,338852,706845
BS-HS-225_TCRB.tsv.txt,219839,473836
ADIRP0002156_TCRB.tsv.txt,570685,910457
KHBR20-00099_TCRB.tsv.txt,340580,413532
KH20-09728_TCRB.tsv.txt,125173,286038
ADIRP0001353_TCRB.tsv.txt,311292,965762
KH20-09722_TCRB.tsv.txt,41905,127586
INCOV052-BL-3_TCRB.tsv.txt,396715,709095
1134-KP-366_TCRB.tsv.txt,217216,456879
KH20-11665_TCRB.tsv.txt,326766,459470
860011256_TCRB.tsv.txt,306084,841558
BS-GIGI_83-replacement_TCRB.tsv.txt,31104,108540
860011451_TCRB.tsv.txt,82522,218099
BS-HS-35_TCRB.tsv.txt,41744,53030
550043906_TCRB.tsv.txt,54681,224875
KHBR20-00111_TCRB.tsv.txt,36015,80127
KHBR20-00117_TCRB.tsv.txt,115191,141222
BS-HS-106_TCRB.tsv.txt,23594,34693
1566889BW_TCRB.tsv.txt,428164,677825
ADIRP0001922_TCRB.tsv.txt,402942,591592
991-GA-529_TCRB.tsv.txt,196814,364725
KHBR20-00113_TCRB.tsv.txt,98311,156550
KH20-09983_TCRB.tsv.txt,167615,716437
980-DS-1171_TCRB.tsv.txt,229494,391402
INCOV044-AC-3_TCRB.tsv.txt,227567,326141
550040030_TCRB.tsv.txt,174380,409205
BS-GIGI_07-replacement_TCRB.tsv.txt,102785,163418
1566622BW_TCRB.tsv.txt,486840,810251
KH20-09675_TCRB.tsv.txt,77618,115115
BS-HS-61_TCRB.tsv.txt,21115,32921
KH20-09666_TCRB.tsv.txt,99893,134519
KH20-09966_TCRB.tsv.txt,196107,859673
INCOV075-AC-3_TCRB.tsv.txt,131842,159777
BS-GIGI_77-replacement_TCRB.tsv.txt,65106,121573
1041_TCRB.tsv.txt,167431,571070
860011336_TCRB.tsv.txt,294454,577100
BS-HS-62_TCRB.tsv.txt,31481,106791
KHBR20-00166_TCRB.tsv.txt,109976,317114
1022_TCRB.tsv.txt,6930,28970
975-AMS-1074_TCRB.tsv.txt,274516,456701
727928BW_TCRB.tsv.txt,279535,858151
550043916_TCRB.tsv.txt,157563,241561
ADIRP0001268_TCRB.tsv.txt,362520,599013
KHBR20-00162_TCRB.tsv.txt,129910,264364
BS-HS-48_TCRB.tsv.txt,122636,218641
KH20-09657_TCRB.tsv.txt,185161,810444
KH20-11698_TCRB.tsv.txt,94288,129786
KHBR20-00097_TCRB.tsv.txt,298600,410979
1018_TCRB.tsv.txt,84263,173319
BS-EQ-0014-T2-replacement_TCRB.tsv.txt,232073,311382
BS-EQ-21-T1-replacement_TCRB.tsv.txt,94293,177332
INCOV040-BL-3_TCRB.tsv.txt,294816,547532
KH20-09960_TCRB.tsv.txt,289897,553997
INCOV077-BL-3_TCRB.tsv.txt,532918,857371
1030_TCRB.tsv.txt,90692,158610
BS-SPECIAL-1-T2_TCRB.tsv.txt,118737,202987
KH20-11682_TCRB.tsv.txt,162315,237038
1010_TCRB.tsv.txt,134079,390406
860011219_TCRB.tsv.txt,317078,554252
ADIRP0000247_TCRB.tsv.txt,477608,820498
1014_TCRB.tsv.txt,146942,481057
KH20-09701_TCRB.tsv.txt,169256,481940
860011119_TCRB.tsv.txt,453798,1175650
BS-EQ-25-T1_BS-GIGI-71-replacement_TCRB.tsv.txt,4550,7815
BS-EQ-38-T1_BS-GIGI-117-replacement_TCRB.tsv.txt,122721,183344
KH20-11303_TCRB.tsv.txt,71335,141334
ADIRP0000868_TCRB.tsv.txt,301252,485681
550041349_TCRB.tsv.txt,164166,323953
860011278_TCRB.tsv.txt,193488,400717
1222568BW_TCRB.tsv.txt,399825,723853
KH20-09715_TCRB.tsv.txt,263047,435802
KHBR20-00115_TCRB.tsv.txt,422577,1020174
ADIRP0000422_TCRB.tsv.txt,508317,686723
BS-EQ-10-T2-replacement_TCRB.tsv.txt,104993,168786
INCOV069-BL-3_TCRB.tsv.txt,106858,325413
550040014_TCRB.tsv.txt,43075,101117
860011339_TCRB.tsv.txt,169252,298416
KH20-09998_TCRB.tsv.txt,173940,213032
KHBR20-00086_TCRB.tsv.txt,297659,355680
KH20-09734_TCRB.tsv.txt,135994,221424
KH20-09988_TCRB.tsv.txt,22255,194383
KH20-09711_TCRB.tsv.txt,341186,487547
KH20-09740_TCRB.tsv.txt,307535,1563122
BS-HS-206_TCRB.tsv.txt,361482,525492
INCOV068-BL-3_TCRB.tsv.txt,493175,710064
860011496_TCRB.tsv.txt,229712,285339
KHBR20-00137_TCRB.tsv.txt,87997,675169
860011223_TCRB.tsv.txt,388379,971523
INCOV034-AC-3_TCRB.tsv.txt,229542,609185
KH20-11812_TCRB.tsv.txt,258034,409383
1564208BW_TCRB.tsv.txt,435727,731305
550042567_TCRB.tsv.txt,78311,307748
BS-HS-41_TCRB.tsv.txt,93236,122923
INCOV004-BL-5_TCRB.tsv.txt,33566,129832
BS-EQ-15-T1-replacement_TCRB.tsv.txt,126830,222932
ADIRP0001121_TCRB.tsv.txt,299390,1135400
KHBR20-00096_TCRB.tsv.txt,108629,150783
1566512BW_TCRB.tsv.txt,426159,660993
860011304_TCRB.tsv.txt,262021,430887
INCOV069-AC-3_TCRB.tsv.txt,150291,835165
KHBR20-00191_TCRB.tsv.txt,275108,534172
BS-GIGI_61-replacement_TCRB.tsv.txt,85973,123079
BS-HS-194_TCRB.tsv.txt,191420,336887
1006_TCRB.tsv.txt,9010,15479
BS-EQ-35-T1_BS-GIGI-65-replacement_TCRB.tsv.txt,70712,200744
KH20-09749_TCRB.tsv.txt,184542,243649
INCOV073-BL-3_TCRB.tsv.txt,187059,277151
KH20-09737_TCRB.tsv.txt,278330,422772
860011392_TCRB.tsv.txt,422161,679349
860011357_TCRB.tsv.txt,221473,1744232
INCOV013-CV-3_TCRB.tsv.txt,111904,272291
KH20-09702_TCRB.tsv.txt,325561,522763
INCOV043-AC-3_TCRB.tsv.txt,511174,1052451
860011228_TCRB.tsv.txt,217013,664275
KHBR20-00173_TCRB.tsv.txt,119190,274624
860011489_TCRB.tsv.txt,63441,297547
ADIRP0001145_TCRB.tsv.txt,575998,934495
1132289BW_TCRB.tsv.txt,460353,699679
ADIRP0000739_TCRB.tsv.txt,633195,922088
KH20-09959_TCRB.tsv.txt,125527,155640
KHBR20-00078_TCRB.tsv.txt,143630,581309
KH20-11640_TCRB.tsv.txt,102954,229101
ADIRP0000251_TCRB.tsv.txt,237743,311283
BS-EQ-36-T1-replacement_TCRB.tsv.txt,147140,196020
BS-HS-128_TCRB.tsv.txt,60378,102805
860011241_TCRB.tsv.txt,188957,425512
860011128_TCRB.tsv.txt,322274,492049
INCOV030-AC-3_TCRB.tsv.txt,88020,130915
KHBR20-00185_TCRB.tsv.txt,101212,141184
KH20-09694_TCRB.tsv.txt,162801,199374
KHBR20-00095_TCRB.tsv.txt,332037,1467803
860011277_TCRB.tsv.txt,26170,111598
INCOV024-AC-3_TCRB.tsv.txt,210286,325757
BS-GIGI_91-replacement_TCRB.tsv.txt,104006,229580
BS-GIGI_55-replacement_TCRB.tsv.txt,99341,128488
550043980_TCRB.tsv.txt,132231,1404673
KH20-09957_TCRB.tsv.txt,33543,62392
KH20-09751_TCRB.tsv.txt,42826,90389
INCOV023-CV-3_TCRB.tsv.txt,519157,964813
KH20-09725_TCRB.tsv.txt,190613,338697
KH20-11666_TCRB.tsv.txt,373646,574822
KH20-09967_TCRB.tsv.txt,207785,517588
ADIRP0002343_TCRB.tsv.txt,265464,450916
ADIRP0002058_TCRB.tsv.txt,420681,849570
P0008111_TCRB.tsv.txt,75173,87115
INCOV026-BL-3_TCRB.tsv.txt,363014,411474
1566829BW_TCRB.tsv.txt,475350,769501
BS-HS-36_TCRB.tsv.txt,268403,363400
BS-EQ-19-T0-replacement_TCRB.tsv.txt,127257,175267
ADIRP0001479_TCRB.tsv.txt,590393,761380
860011319_TCRB.tsv.txt,91381,468588
ADIRP0002427_TCRB.tsv.txt,92232,166260
KHBR20-00093_TCRB.tsv.txt,28763,41100
860011112_TCRB.tsv.txt,113041,169732
KH20-09670_TCRB.tsv.txt,55729,116693
ADIRP0000355_TCRB.tsv.txt,186978,286139
ADIRP0001841_TCRB.tsv.txt,414972,766595
ADIRP0001328_TCRB.tsv.txt,301575,626721
INCOV079-BL-3_TCRB.tsv.txt,164345,217526
BS-HS-70_TCRB.tsv.txt,21442,33547
860011246_TCRB.tsv.txt,166537,370966
ADIRP0000351_TCRB.tsv.txt,255546,426273
KHBR20-00183_TCRB.tsv.txt,228170,306663
KH20-09962_TCRB.tsv.txt,148059,297555
BS-HS-0202_TCRB.tsv.txt,109110,211399
1003_TCRB.tsv.txt,212980,711750
860011226_TCRB.tsv.txt,334500,654855
KH20-09707_TCRB.tsv.txt,425036,614469
KH20-09698_TCRB.tsv.txt,69531,224158
860011114_TCRB.tsv.txt,437311,841769
KH20-09997_TCRB.tsv.txt,93481,132885
KH20-11291_TCRB.tsv.txt,183150,306528
860011340_TCRB.tsv.txt,488329,810026
550042542_TCRB.tsv.txt,374394,559994
BS-HS-0195_TCRB.tsv.txt,154474,219124
BS-GIGI_39-replacement_TCRB.tsv.txt,45058,205900
KH20-09683_TCRB.tsv.txt,308334,400264
BS-HS-17_TCRB.tsv.txt,20062,28591
1321-CF-243_TCRB.tsv.txt,140629,379183
INCOV033-AC-3_TCRB.tsv.txt,28724,138509
550044029_TCRB.tsv.txt,409047,1153896
ADIRP0001289_TCRB.tsv.txt,444106,881495
ADIRP0001786_TCRB.tsv.txt,389597,803415
INCOV053-BL-3_TCRB.tsv.txt,94875,220329
BS-EQ-0018-T0-replacement_TCRB.tsv.txt,29924,62401
BS-EQ-28-T1-replacement_TCRB.tsv.txt,136458,189527
860011491_TCRB.tsv.txt,149651,227236
INCOV016-CV-3_TCRB.tsv.txt,253606,613381
1328-CM-933_TCRB.tsv.txt,138997,311204
ADIRP0001221_TCRB.tsv.txt,627548,825294
BS-GIGI_96-replacement_TCRB.tsv.txt,39774,48997
860011345_TCRB.tsv.txt,146666,336426
KHBR20-00157_TCRB.tsv.txt,63786,111683
860011115_TCRB.tsv.txt,270403,357891
860011105_TCRB.tsv.txt,98005,677031
1016-DMA-567_TCRB.tsv.txt,107172,218883
KHBR20-00184_TCRB.tsv.txt,233912,291557
BS-GIGI_40-replacement_TCRB.tsv.txt,105532,178668
KH20-09733_TCRB.tsv.txt,132868,897918
1045_TCRB.tsv.txt,23994,81587
KHBR20-00168_TCRB.tsv.txt,117053,148337
860011342_TCRB.tsv.txt,161008,741451
BS-EQ-43-T2-replacement_TCRB.tsv.txt,124692,196368
BS-HS-186_TCRB.tsv.txt,46622,98187
860011498_TCRB.tsv.txt,97927,188970
KHBR20-00083_TCRB.tsv.txt,106251,126355
KH20-09723_TCRB.tsv.txt,266055,535876
BS-HS-182_TCRB.tsv.txt,77689,131950
KH20-11660_TCRB.tsv.txt,224075,381912
KH20-11639_TCRB.tsv.txt,126047,367920
INCOV019-BL-5_TCRB.tsv.txt,195720,416315
KH20-09752_TCRB.tsv.txt,75880,635362
1059_TCRB.tsv.txt,166008,1091666
860011279_TCRB.tsv.txt,163625,382550
ADIR0000014_TCRB.tsv.txt,362334,647498
BS-EQ-23-T1-replacement_TCRB.tsv.txt,70612,118876
860011308_TCRB.tsv.txt,247681,468247
INCOV017-AC-5_TCRB.tsv.txt,146300,274089
1032_TCRB.tsv.txt,136601,371740
KHBR20-00153_TCRB.tsv.txt,115385,171136
KH20-09970_TCRB.tsv.txt,53396,79529
550044028_TCRB.tsv.txt,197915,455497
860011244_TCRB.tsv.txt,64914,379181
KHBR20-00092_TCRB.tsv.txt,393320,558295
BS-HS-28_TCRB.tsv.txt,33935,58514
860011329_TCRB.tsv.txt,102619,1668395
BS-GIGI_20-replacement_TCRB.tsv.txt,52059,162018
476909BW_TCRB.tsv.txt,368435,1060370
1038_TCRB.tsv.txt,228999,706273
BS-GIGI_87-replacement_TCRB.tsv.txt,58339,112889
KH20-11701_TCRB.tsv.txt,227304,513941
ADIRP0001207_TCRB.tsv.txt,269069,502953
860011262_TCRB.tsv.txt,374155,559171
KHBR20-00112_TCRB.tsv.txt,103325,126409
BS-EQ-0011-T1-replacement_TCRB.tsv.txt,46484,94160
INCOV041-BL-3_TCRB.tsv.txt,68207,94596
BS-GIGI_19-replacement_TCRB.tsv.txt,97808,212814
BS-GIGI_82-replacement_TCRB.tsv.txt,75333,285333
KH20-09987_TCRB.tsv.txt,73680,738996
KH20-11645_TCRB.tsv.txt,67239,486596
ADIRP0000618_TCRB.tsv.txt,759349,993433
ADIRP0001903_TCRB.tsv.txt,369936,492951
550042259_TCRB.tsv.txt,130480,529927
KHBR20-00094_TCRB.tsv.txt,136113,203752
INCOV056-AC-3_TCRB.tsv.txt,701771,996285
ADRIP00000961_TCRB.tsv.txt,249462,456161
INCOV035-BL-3_TCRB.tsv.txt,224445,357785
KHBR20-00100_TCRB.tsv.txt,259568,368130
550042272_TCRB.tsv.txt,390046,517889
INCOV042-AC-3_TCRB.tsv.txt,300470,360985
550043936-1_TCRB.tsv.txt,506439,721056
550043997_TCRB.tsv.txt,261478,413857
KHBR20-00120_TCRB.tsv.txt,181267,407359
KH20-11686_TCRB.tsv.txt,360600,658369
860011284_TCRB.tsv.txt,426218,1152256
KHBR20-00098_TCRB.tsv.txt,53471,85700
KH20-09704_TCRB.tsv.txt,181553,362471
KH20-09716_TCRB.tsv.txt,569057,808527
